,Origin ISO,Destination ISO,colony_of_destination_ever
10953,CUB,IRL,0.0
10954,CUB,IRN,0.0
10955,CUB,IRQ,0.0
10956,CUB,ISL,0.0
10957,CUB,ISR,0.0
10958,CUB,ITA,0.0
10959,CUB,JAM,0.0
10960,CUB,JOR,0.0
10961,CUB,JPN,0.0
10962,CUB,KAZ,0.0
10963,CUB,KEN,0.0
10964,CUB,KGZ,0.0
10965,CUB,KHM,0.0
10966,CUB,KIR,0.0
10967,CUB,KNA,0.0
10968,CUB,KOR,0.0
10969,CUB,KWT,0.0
10970,CUB,LAO,0.0
10971,CUB,LBN,0.0
10972,CUB,LBR,0.0
10973,CUB,LBY,0.0
10974,CUB,LCA,0.0
10975,CUB,LIE,0.0
10976,CUB,LKA,0.0
10977,CUB,LSO,0.0
10978,CUB,LTU,0.0
10979,CUB,LUX,0.0
10980,CUB,LVA,0.0
10981,CUB,MAC,0.0
10982,CUB,MAR,0.0
10983,CUB,MCO,0.0
10984,CUB,MDA,0.0
10985,CUB,MDG,0.0
10986,CUB,MDV,0.0
10987,CUB,MEX,0.0
10988,CUB,MHL,0.0
10989,CUB,MKD,0.0
10990,CUB,MLI,0.0
10991,CUB,MLT,0.0
10992,CUB,MMR,0.0
10993,CUB,MNE,0.0
10994,CUB,MNG,0.0
10995,CUB,MNP,0.0
10996,CUB,MOZ,0.0
10997,CUB,MRT,0.0
10998,CUB,MSR,0.0
10999,CUB,MTQ,0.0
11000,CUB,MUS,0.0
11001,CUB,MWI,0.0
11002,CUB,MYS,0.0
11003,CUB,MYT,0.0
11004,CUB,NAM,0.0
11005,CUB,NCL,0.0
11006,CUB,NER,0.0
11007,CUB,NGA,0.0
11008,CUB,NIC,0.0
11009,CUB,NIU,0.0
11010,CUB,NLD,0.0
11011,CUB,NOR,0.0
11012,CUB,NPL,0.0
11013,CUB,NRU,0.0
11014,CUB,NZL,0.0
11015,CUB,OMN,0.0
11016,CUB,PAK,0.0
11017,CUB,PAN,0.0
11018,CUB,PER,0.0
11019,CUB,PHL,0.0
11020,CUB,PLW,0.0
11021,CUB,PNG,0.0
11022,CUB,POL,0.0
11023,CUB,PRI,0.0
11024,CUB,PRK,0.0
11025,CUB,PRT,0.0
11026,CUB,PRY,0.0
11027,CUB,PSE,0.0
11028,CUB,PYF,0.0
11029,CUB,QAT,0.0
11030,CUB,REU,0.0
11031,CUB,ROU,0.0
11032,CUB,RUS,0.0
11033,CUB,RWA,0.0
11034,CUB,SAU,0.0
11035,CUB,SDN,0.0
11036,CUB,SEN,0.0
11037,CUB,SGP,0.0
11038,CUB,SHN,0.0
11039,CUB,SLB,0.0
11040,CUB,SLE,0.0
11041,CUB,SLV,0.0
11042,CUB,SMR,0.0
11043,CUB,SOM,0.0
11044,CUB,SPM,0.0
11045,CUB,SRB,0.0
11046,CUB,SSD,0.0
11047,CUB,STP,0.0
11048,CUB,SUR,0.0
11049,CUB,SVK,0.0
11050,CUB,SVN,0.0
11051,CUB,SWE,0.0
11052,CUB,SWZ,0.0
11053,CUB,SXM,0.0
11054,CUB,SYC,0.0
11055,CUB,SYR,0.0
11056,CUB,TCA,0.0
11057,CUB,TCD,0.0
11058,CUB,TGO,0.0
11059,CUB,THA,0.0
11060,CUB,TJK,0.0
11061,CUB,TKL,0.0
11062,CUB,TKM,0.0
11063,CUB,TLS,0.0
11064,CUB,TON,0.0
11065,CUB,TTO,0.0
11066,CUB,TUN,0.0
11067,CUB,TUR,0.0
11068,CUB,TUV,0.0
11069,CUB,TWN,0.0
11070,CUB,TZA,0.0
11071,CUB,UGA,0.0
11072,CUB,UKR,0.0
11073,CUB,URY,0.0
11074,CUB,USA,0.0
11075,CUB,UZB,0.0
11076,CUB,VCT,0.0
11077,CUB,VEN,0.0
11078,CUB,VGB,0.0
11079,CUB,VIR,0.0
11080,CUB,VNM,0.0
11081,CUB,VUT,0.0
11082,CUB,WLF,0.0
11083,CUB,WSM,0.0
11084,CUB,YEM,0.0
11085,CUB,ZAF,0.0
11086,CUB,ZMB,0.0
11087,CUB,ZWE,0.0
11088,CUW,ABW,0.0
11089,CUW,AFG,0.0
11090,CUW,AGO,0.0
11091,CUW,AIA,0.0
11092,CUW,ALB,0.0
11093,CUW,AND,0.0
11094,CUW,ARE,0.0
11095,CUW,ARG,0.0
11096,CUW,ARM,0.0
11097,CUW,ASM,0.0
11098,CUW,ATG,0.0
11099,CUW,AUS,0.0
11100,CUW,AUT,0.0
11101,CUW,AZE,0.0
11102,CUW,BDI,0.0
11103,CUW,BEL,0.0
11104,CUW,BEN,0.0
11105,CUW,BES,0.0
11106,CUW,BFA,0.0
11107,CUW,BGD,0.0
11108,CUW,BGR,0.0
11109,CUW,BHR,0.0
11110,CUW,BHS,0.0
11111,CUW,BIH,0.0
11112,CUW,BLR,0.0
11113,CUW,BLZ,0.0
11114,CUW,BMU,0.0
11115,CUW,BOL,0.0
11116,CUW,BRA,0.0
11117,CUW,BRB,0.0
11118,CUW,BRN,0.0
11119,CUW,BTN,0.0
11120,CUW,BWA,0.0
11121,CUW,CAF,0.0
11122,CUW,CAN,0.0
11123,CUW,CHE,0.0
11124,CUW,CHL,0.0
11125,CUW,CHN,0.0
11126,CUW,CIV,0.0
11127,CUW,CMR,0.0
11128,CUW,COD,0.0
11129,CUW,COG,0.0
11130,CUW,COK,0.0
11131,CUW,COL,0.0
11132,CUW,COM,0.0
11133,CUW,CPV,0.0
11134,CUW,CRI,0.0
11135,CUW,CUB,0.0
11136,CUW,CUW,0.0
11137,CUW,CYM,0.0
11138,CUW,CYP,0.0
11139,CUW,CZE,0.0
11140,CUW,DEU,0.0
11141,CUW,DJI,0.0
11142,CUW,DMA,0.0
11143,CUW,DNK,0.0
11144,CUW,DOM,0.0
11145,CUW,DZA,0.0
11146,CUW,ECU,0.0
11147,CUW,EGY,0.0
11148,CUW,ERI,0.0
11149,CUW,ESH,0.0
11150,CUW,ESP,0.0
11151,CUW,EST,0.0
11152,CUW,ETH,0.0
11153,CUW,FIN,0.0
11154,CUW,FJI,0.0
11155,CUW,FLK,0.0
11156,CUW,FRA,0.0
11157,CUW,FRO,0.0
11158,CUW,FSM,0.0
11159,CUW,GAB,0.0
11160,CUW,GBR,0.0
11161,CUW,GEO,0.0
11162,CUW,GHA,0.0
11163,CUW,GIB,0.0
11164,CUW,GIN,0.0
11165,CUW,GLP,0.0
11166,CUW,GMB,0.0
11167,CUW,GNB,0.0
11168,CUW,GNQ,0.0
11169,CUW,GRC,0.0
11170,CUW,GRD,0.0
11171,CUW,GRL,0.0
11172,CUW,GTM,0.0
11173,CUW,GUF,0.0
11174,CUW,GUM,0.0
11175,CUW,GUY,0.0
11176,CUW,HKG,0.0
11177,CUW,HND,0.0
11178,CUW,HRV,0.0
11179,CUW,HTI,0.0
11180,CUW,HUN,0.0
11181,CUW,IDN,0.0
11182,CUW,IMN,0.0
11183,CUW,IND,0.0
11184,CUW,IRL,0.0
11185,CUW,IRN,0.0
11186,CUW,IRQ,0.0
11187,CUW,ISL,0.0
11188,CUW,ISR,0.0
11189,CUW,ITA,0.0
11190,CUW,JAM,0.0
11191,CUW,JOR,0.0
11192,CUW,JPN,0.0
11193,CUW,KAZ,0.0
11194,CUW,KEN,0.0
11195,CUW,KGZ,0.0
11196,CUW,KHM,0.0
11197,CUW,KIR,0.0
11198,CUW,KNA,0.0
11199,CUW,KOR,0.0
11200,CUW,KWT,0.0
11201,CUW,LAO,0.0
11202,CUW,LBN,0.0
11203,CUW,LBR,0.0
11204,CUW,LBY,0.0
11205,CUW,LCA,0.0
11206,CUW,LIE,0.0
11207,CUW,LKA,0.0
11208,CUW,LSO,0.0
11209,CUW,LTU,0.0
11210,CUW,LUX,0.0
11211,CUW,LVA,0.0
11212,CUW,MAC,0.0
11213,CUW,MAR,0.0
11214,CUW,MCO,0.0
11215,CUW,MDA,0.0
11216,CUW,MDG,0.0
11217,CUW,MDV,0.0
11218,CUW,MEX,0.0
11219,CUW,MHL,0.0
11220,CUW,MKD,0.0
11221,CUW,MLI,0.0
11222,CUW,MLT,0.0
11223,CUW,MMR,0.0
11224,CUW,MNE,0.0
11225,CUW,MNG,0.0
11226,CUW,MNP,0.0
11227,CUW,MOZ,0.0
11228,CUW,MRT,0.0
11229,CUW,MSR,0.0
11230,CUW,MTQ,0.0
11231,CUW,MUS,0.0
11232,CUW,MWI,0.0
11233,CUW,MYS,0.0
11234,CUW,MYT,0.0
11235,CUW,NAM,0.0
11236,CUW,NCL,0.0
11237,CUW,NER,0.0
11238,CUW,NGA,0.0
11239,CUW,NIC,0.0
11240,CUW,NIU,0.0
11241,CUW,NLD,1.0
11242,CUW,NOR,0.0
11243,CUW,NPL,0.0
11244,CUW,NRU,0.0
11245,CUW,NZL,0.0
11246,CUW,OMN,0.0
11247,CUW,PAK,0.0
11248,CUW,PAN,0.0
11249,CUW,PER,0.0
11250,CUW,PHL,0.0
11251,CUW,PLW,0.0
11252,CUW,PNG,0.0
11253,CUW,POL,0.0
11254,CUW,PRI,0.0
11255,CUW,PRK,0.0
11256,CUW,PRT,0.0
11257,CUW,PRY,0.0
11258,CUW,PSE,0.0
11259,CUW,PYF,0.0
11260,CUW,QAT,0.0
11261,CUW,REU,0.0
11262,CUW,ROU,0.0
11263,CUW,RUS,0.0
11264,CUW,RWA,0.0
11265,CUW,SAU,0.0
11266,CUW,SDN,0.0
11267,CUW,SEN,0.0
11268,CUW,SGP,0.0
11269,CUW,SHN,0.0
11270,CUW,SLB,0.0
11271,CUW,SLE,0.0
11272,CUW,SLV,0.0
11273,CUW,SMR,0.0
11274,CUW,SOM,0.0
11275,CUW,SPM,0.0
11276,CUW,SRB,0.0
11277,CUW,SSD,0.0
11278,CUW,STP,0.0
11279,CUW,SUR,0.0
11280,CUW,SVK,0.0
11281,CUW,SVN,0.0
11282,CUW,SWE,0.0
11283,CUW,SWZ,0.0
11284,CUW,SXM,0.0
11285,CUW,SYC,0.0
11286,CUW,SYR,0.0
11287,CUW,TCA,0.0
11288,CUW,TCD,0.0
11289,CUW,TGO,0.0
11290,CUW,THA,0.0
11291,CUW,TJK,0.0
11292,CUW,TKL,0.0
11293,CUW,TKM,0.0
11294,CUW,TLS,0.0
11295,CUW,TON,0.0
11296,CUW,TTO,0.0
11297,CUW,TUN,0.0
11298,CUW,TUR,0.0
11299,CUW,TUV,0.0
11300,CUW,TWN,0.0
11301,CUW,TZA,0.0
11302,CUW,UGA,0.0
11303,CUW,UKR,0.0
11304,CUW,URY,0.0
11305,CUW,USA,0.0
11306,CUW,UZB,0.0
11307,CUW,VCT,0.0
11308,CUW,VEN,0.0
11309,CUW,VGB,0.0
11310,CUW,VIR,0.0
11311,CUW,VNM,0.0
11312,CUW,VUT,0.0
11313,CUW,WLF,0.0
11314,CUW,WSM,0.0
11315,CUW,YEM,0.0
11316,CUW,ZAF,0.0
11317,CUW,ZMB,0.0
11318,CUW,ZWE,0.0
11319,CYM,ABW,0.0
11320,CYM,AFG,0.0
11321,CYM,AGO,0.0
11322,CYM,AIA,0.0
11323,CYM,ALB,0.0
11324,CYM,AND,0.0
11325,CYM,ARE,0.0
11326,CYM,ARG,0.0
11327,CYM,ARM,0.0
11328,CYM,ASM,0.0
11329,CYM,ATG,0.0
11330,CYM,AUS,0.0
11331,CYM,AUT,0.0
11332,CYM,AZE,0.0
11333,CYM,BDI,0.0
11334,CYM,BEL,0.0
11335,CYM,BEN,0.0
11336,CYM,BES,0.0
11337,CYM,BFA,0.0
11338,CYM,BGD,0.0
11339,CYM,BGR,0.0
11340,CYM,BHR,0.0
11341,CYM,BHS,0.0
11342,CYM,BIH,0.0
11343,CYM,BLR,0.0
11344,CYM,BLZ,0.0
11345,CYM,BMU,0.0
11346,CYM,BOL,0.0
11347,CYM,BRA,0.0
11348,CYM,BRB,0.0
11349,CYM,BRN,0.0
11350,CYM,BTN,0.0
11351,CYM,BWA,0.0
11352,CYM,CAF,0.0
11353,CYM,CAN,0.0
11354,CYM,CHE,0.0
11355,CYM,CHL,0.0
11356,CYM,CHN,0.0
11357,CYM,CIV,0.0
11358,CYM,CMR,0.0
11359,CYM,COD,0.0
11360,CYM,COG,0.0
11361,CYM,COK,0.0
11362,CYM,COL,0.0
11363,CYM,COM,0.0
11364,CYM,CPV,0.0
11365,CYM,CRI,0.0
11366,CYM,CUB,0.0
11367,CYM,CUW,0.0
11368,CYM,CYM,0.0
11369,CYM,CYP,0.0
11370,CYM,CZE,0.0
11371,CYM,DEU,0.0
11372,CYM,DJI,0.0
11373,CYM,DMA,0.0
11374,CYM,DNK,0.0
11375,CYM,DOM,0.0
11376,CYM,DZA,0.0
11377,CYM,ECU,0.0
11378,CYM,EGY,0.0
11379,CYM,ERI,0.0
11380,CYM,ESH,0.0
11381,CYM,ESP,0.0
11382,CYM,EST,0.0
11383,CYM,ETH,0.0
11384,CYM,FIN,0.0
11385,CYM,FJI,0.0
11386,CYM,FLK,0.0
11387,CYM,FRA,0.0
11388,CYM,FRO,0.0
11389,CYM,FSM,0.0
11390,CYM,GAB,0.0
11391,CYM,GBR,1.0
11392,CYM,GEO,0.0
11393,CYM,GHA,0.0
11394,CYM,GIB,0.0
11395,CYM,GIN,0.0
11396,CYM,GLP,0.0
11397,CYM,GMB,0.0
11398,CYM,GNB,0.0
11399,CYM,GNQ,0.0
11400,CYM,GRC,0.0
11401,CYM,GRD,0.0
11402,CYM,GRL,0.0
11403,CYM,GTM,0.0
11404,CYM,GUF,0.0
11405,CYM,GUM,0.0
11406,CYM,GUY,0.0
11407,CYM,HKG,0.0
11408,CYM,HND,0.0
11409,CYM,HRV,0.0
11410,CYM,HTI,0.0
11411,CYM,HUN,0.0
11412,CYM,IDN,0.0
11413,CYM,IMN,0.0
11414,CYM,IND,0.0
11415,CYM,IRL,0.0
11416,CYM,IRN,0.0
11417,CYM,IRQ,0.0
11418,CYM,ISL,0.0
11419,CYM,ISR,0.0
11420,CYM,ITA,0.0
11421,CYM,JAM,1.0
11422,CYM,JOR,0.0
11423,CYM,JPN,0.0
11424,CYM,KAZ,0.0
11425,CYM,KEN,0.0
11426,CYM,KGZ,0.0
11427,CYM,KHM,0.0
11428,CYM,KIR,0.0
11429,CYM,KNA,0.0
11430,CYM,KOR,0.0
11431,CYM,KWT,0.0
11432,CYM,LAO,0.0
11433,CYM,LBN,0.0
11434,CYM,LBR,0.0
11435,CYM,LBY,0.0
11436,CYM,LCA,0.0
11437,CYM,LIE,0.0
11438,CYM,LKA,0.0
11439,CYM,LSO,0.0
11440,CYM,LTU,0.0
11441,CYM,LUX,0.0
11442,CYM,LVA,0.0
11443,CYM,MAC,0.0
11444,CYM,MAR,0.0
11445,CYM,MCO,0.0
11446,CYM,MDA,0.0
11447,CYM,MDG,0.0
11448,CYM,MDV,0.0
11449,CYM,MEX,0.0
11450,CYM,MHL,0.0
11451,CYM,MKD,0.0
11452,CYM,MLI,0.0
11453,CYM,MLT,0.0
11454,CYM,MMR,0.0
11455,CYM,MNE,0.0
11456,CYM,MNG,0.0
11457,CYM,MNP,0.0
11458,CYM,MOZ,0.0
11459,CYM,MRT,0.0
11460,CYM,MSR,0.0
11461,CYM,MTQ,0.0
11462,CYM,MUS,0.0
11463,CYM,MWI,0.0
11464,CYM,MYS,0.0
11465,CYM,MYT,0.0
11466,CYM,NAM,0.0
11467,CYM,NCL,0.0
11468,CYM,NER,0.0
11469,CYM,NGA,0.0
11470,CYM,NIC,0.0
11471,CYM,NIU,0.0
11472,CYM,NLD,0.0
11473,CYM,NOR,0.0
11474,CYM,NPL,0.0
11475,CYM,NRU,0.0
11476,CYM,NZL,0.0
11477,CYM,OMN,0.0
11478,CYM,PAK,0.0
11479,CYM,PAN,0.0
11480,CYM,PER,0.0
11481,CYM,PHL,0.0
11482,CYM,PLW,0.0
11483,CYM,PNG,0.0
11484,CYM,POL,0.0
11485,CYM,PRI,0.0
11486,CYM,PRK,0.0
11487,CYM,PRT,0.0
11488,CYM,PRY,0.0
11489,CYM,PSE,0.0
11490,CYM,PYF,0.0
11491,CYM,QAT,0.0
11492,CYM,REU,0.0
11493,CYM,ROU,0.0
11494,CYM,RUS,0.0
11495,CYM,RWA,0.0
11496,CYM,SAU,0.0
11497,CYM,SDN,0.0
11498,CYM,SEN,0.0
11499,CYM,SGP,0.0
11500,CYM,SHN,0.0
11501,CYM,SLB,0.0
11502,CYM,SLE,0.0
11503,CYM,SLV,0.0
11504,CYM,SMR,0.0
11505,CYM,SOM,0.0
11506,CYM,SPM,0.0
11507,CYM,SRB,0.0
11508,CYM,SSD,0.0
11509,CYM,STP,0.0
11510,CYM,SUR,0.0
11511,CYM,SVK,0.0
11512,CYM,SVN,0.0
11513,CYM,SWE,0.0
11514,CYM,SWZ,0.0
11515,CYM,SXM,0.0
11516,CYM,SYC,0.0
11517,CYM,SYR,0.0
11518,CYM,TCA,0.0
11519,CYM,TCD,0.0
11520,CYM,TGO,0.0
11521,CYM,THA,0.0
11522,CYM,TJK,0.0
11523,CYM,TKL,0.0
11524,CYM,TKM,0.0
11525,CYM,TLS,0.0
11526,CYM,TON,0.0
11527,CYM,TTO,0.0
11528,CYM,TUN,0.0
11529,CYM,TUR,0.0
11530,CYM,TUV,0.0
11531,CYM,TWN,0.0
11532,CYM,TZA,0.0
11533,CYM,UGA,0.0
11534,CYM,UKR,0.0
11535,CYM,URY,0.0
11536,CYM,USA,0.0
11537,CYM,UZB,0.0
11538,CYM,VCT,0.0
11539,CYM,VEN,0.0
11540,CYM,VGB,0.0
11541,CYM,VIR,0.0
11542,CYM,VNM,0.0
11543,CYM,VUT,0.0
11544,CYM,WLF,0.0
11545,CYM,WSM,0.0
11546,CYM,YEM,0.0
11547,CYM,ZAF,0.0
11548,CYM,ZMB,0.0
11549,CYM,ZWE,0.0
11550,CYP,ABW,0.0
11551,CYP,AFG,0.0
11552,CYP,AGO,0.0
11553,CYP,AIA,0.0
11554,CYP,ALB,0.0
11555,CYP,AND,0.0
11556,CYP,ARE,0.0
11557,CYP,ARG,0.0
11558,CYP,ARM,0.0
11559,CYP,ASM,0.0
11560,CYP,ATG,0.0
11561,CYP,AUS,0.0
11562,CYP,AUT,0.0
11563,CYP,AZE,0.0
11564,CYP,BDI,0.0
11565,CYP,BEL,0.0
11566,CYP,BEN,0.0
11567,CYP,BES,0.0
11568,CYP,BFA,0.0
11569,CYP,BGD,0.0
11570,CYP,BGR,0.0
11571,CYP,BHR,0.0
11572,CYP,BHS,0.0
11573,CYP,BIH,0.0
11574,CYP,BLR,0.0
11575,CYP,BLZ,0.0
11576,CYP,BMU,0.0
11577,CYP,BOL,0.0
11578,CYP,BRA,0.0
11579,CYP,BRB,0.0
11580,CYP,BRN,0.0
11581,CYP,BTN,0.0
11582,CYP,BWA,0.0
11583,CYP,CAF,0.0
11584,CYP,CAN,0.0
11585,CYP,CHE,0.0
11586,CYP,CHL,0.0
11587,CYP,CHN,0.0
11588,CYP,CIV,0.0
11589,CYP,CMR,0.0
11590,CYP,COD,0.0
11591,CYP,COG,0.0
11592,CYP,COK,0.0
11593,CYP,COL,0.0
11594,CYP,COM,0.0
11595,CYP,CPV,0.0
11596,CYP,CRI,0.0
11597,CYP,CUB,0.0
11598,CYP,CUW,0.0
11599,CYP,CYM,0.0
11600,CYP,CYP,0.0
11601,CYP,CZE,0.0
11602,CYP,DEU,0.0
11603,CYP,DJI,0.0
11604,CYP,DMA,0.0
11605,CYP,DNK,0.0
11606,CYP,DOM,0.0
11607,CYP,DZA,0.0
11608,CYP,ECU,0.0
11609,CYP,EGY,0.0
11610,CYP,ERI,0.0
11611,CYP,ESH,0.0
11612,CYP,ESP,0.0
11613,CYP,EST,0.0
11614,CYP,ETH,0.0
11615,CYP,FIN,0.0
11616,CYP,FJI,0.0
11617,CYP,FLK,0.0
11618,CYP,FRA,0.0
11619,CYP,FRO,0.0
11620,CYP,FSM,0.0
11621,CYP,GAB,0.0
11622,CYP,GBR,1.0
11623,CYP,GEO,0.0
11624,CYP,GHA,0.0
11625,CYP,GIB,0.0
11626,CYP,GIN,0.0
11627,CYP,GLP,0.0
11628,CYP,GMB,0.0
11629,CYP,GNB,0.0
11630,CYP,GNQ,0.0
11631,CYP,GRC,0.0
11632,CYP,GRD,0.0
11633,CYP,GRL,0.0
11634,CYP,GTM,0.0
11635,CYP,GUF,0.0
11636,CYP,GUM,0.0
11637,CYP,GUY,0.0
11638,CYP,HKG,0.0
11639,CYP,HND,0.0
11640,CYP,HRV,0.0
11641,CYP,HTI,0.0
11642,CYP,HUN,0.0
11643,CYP,IDN,0.0
11644,CYP,IMN,0.0
11645,CYP,IND,0.0
11646,CYP,IRL,0.0
11647,CYP,IRN,0.0
11648,CYP,IRQ,0.0
11649,CYP,ISL,0.0
11650,CYP,ISR,0.0
11651,CYP,ITA,0.0
11652,CYP,JAM,0.0
11653,CYP,JOR,0.0
11654,CYP,JPN,0.0
11655,CYP,KAZ,0.0
11656,CYP,KEN,0.0
11657,CYP,KGZ,0.0
11658,CYP,KHM,0.0
11659,CYP,KIR,0.0
11660,CYP,KNA,0.0
11661,CYP,KOR,0.0
11662,CYP,KWT,0.0
11663,CYP,LAO,0.0
11664,CYP,LBN,0.0
11665,CYP,LBR,0.0
11666,CYP,LBY,0.0
11667,CYP,LCA,0.0
11668,CYP,LIE,0.0
11669,CYP,LKA,0.0
11670,CYP,LSO,0.0
11671,CYP,LTU,0.0
11672,CYP,LUX,0.0
11673,CYP,LVA,0.0
11674,CYP,MAC,0.0
11675,CYP,MAR,0.0
11676,CYP,MCO,0.0
11677,CYP,MDA,0.0
11678,CYP,MDG,0.0
11679,CYP,MDV,0.0
11680,CYP,MEX,0.0
11681,CYP,MHL,0.0
11682,CYP,MKD,0.0
11683,CYP,MLI,0.0
11684,CYP,MLT,0.0
11685,CYP,MMR,0.0
11686,CYP,MNE,0.0
11687,CYP,MNG,0.0
11688,CYP,MNP,0.0
11689,CYP,MOZ,0.0
11690,CYP,MRT,0.0
11691,CYP,MSR,0.0
11692,CYP,MTQ,0.0
11693,CYP,MUS,0.0
11694,CYP,MWI,0.0
11695,CYP,MYS,0.0
11696,CYP,MYT,0.0
11697,CYP,NAM,0.0
11698,CYP,NCL,0.0
11699,CYP,NER,0.0
11700,CYP,NGA,0.0
11701,CYP,NIC,0.0
11702,CYP,NIU,0.0
11703,CYP,NLD,0.0
11704,CYP,NOR,0.0
11705,CYP,NPL,0.0
11706,CYP,NRU,0.0
11707,CYP,NZL,0.0
11708,CYP,OMN,0.0
11709,CYP,PAK,0.0
11710,CYP,PAN,0.0
11711,CYP,PER,0.0
11712,CYP,PHL,0.0
11713,CYP,PLW,0.0
11714,CYP,PNG,0.0
11715,CYP,POL,0.0
11716,CYP,PRI,0.0
11717,CYP,PRK,0.0
11718,CYP,PRT,0.0
11719,CYP,PRY,0.0
11720,CYP,PSE,0.0
11721,CYP,PYF,0.0
11722,CYP,QAT,0.0
11723,CYP,REU,0.0
11724,CYP,ROU,0.0
11725,CYP,RUS,0.0
11726,CYP,RWA,0.0
11727,CYP,SAU,0.0
11728,CYP,SDN,0.0
11729,CYP,SEN,0.0
11730,CYP,SGP,0.0
11731,CYP,SHN,0.0
11732,CYP,SLB,0.0
11733,CYP,SLE,0.0
11734,CYP,SLV,0.0
11735,CYP,SMR,0.0
11736,CYP,SOM,0.0
11737,CYP,SPM,0.0
11738,CYP,SRB,0.0
11739,CYP,SSD,0.0
11740,CYP,STP,0.0
11741,CYP,SUR,0.0
11742,CYP,SVK,0.0
11743,CYP,SVN,0.0
11744,CYP,SWE,0.0
11745,CYP,SWZ,0.0
11746,CYP,SXM,0.0
11747,CYP,SYC,0.0
11748,CYP,SYR,0.0
11749,CYP,TCA,0.0
11750,CYP,TCD,0.0
11751,CYP,TGO,0.0
11752,CYP,THA,0.0
11753,CYP,TJK,0.0
11754,CYP,TKL,0.0
11755,CYP,TKM,0.0
11756,CYP,TLS,0.0
11757,CYP,TON,0.0
11758,CYP,TTO,0.0
11759,CYP,TUN,0.0
11760,CYP,TUR,1.0
11761,CYP,TUV,0.0
11762,CYP,TWN,0.0
11763,CYP,TZA,0.0
11764,CYP,UGA,0.0
11765,CYP,UKR,0.0
11766,CYP,URY,0.0
11767,CYP,USA,0.0
11768,CYP,UZB,0.0
11769,CYP,VCT,0.0
11770,CYP,VEN,0.0
11771,CYP,VGB,0.0
11772,CYP,VIR,0.0
11773,CYP,VNM,0.0
11774,CYP,VUT,0.0
11775,CYP,WLF,0.0
11776,CYP,WSM,0.0
11777,CYP,YEM,0.0
11778,CYP,ZAF,0.0
11779,CYP,ZMB,0.0
11780,CYP,ZWE,0.0
11781,CZE,ABW,0.0
11782,CZE,AFG,0.0
11783,CZE,AGO,0.0
11784,CZE,AIA,0.0
11785,CZE,ALB,0.0
11786,CZE,AND,0.0
11787,CZE,ARE,0.0
11788,CZE,ARG,0.0
11789,CZE,ARM,0.0
11790,CZE,ASM,0.0
11791,CZE,ATG,0.0
11792,CZE,AUS,0.0
11793,CZE,AUT,0.0
11794,CZE,AZE,0.0
11795,CZE,BDI,0.0
11796,CZE,BEL,0.0
11797,CZE,BEN,0.0
11798,CZE,BES,0.0
11799,CZE,BFA,0.0
11800,CZE,BGD,0.0
11801,CZE,BGR,0.0
11802,CZE,BHR,0.0
11803,CZE,BHS,0.0
11804,CZE,BIH,0.0
11805,CZE,BLR,0.0
11806,CZE,BLZ,0.0
11807,CZE,BMU,0.0
11808,CZE,BOL,0.0
11809,CZE,BRA,0.0
11810,CZE,BRB,0.0
11811,CZE,BRN,0.0
11812,CZE,BTN,0.0
11813,CZE,BWA,0.0
11814,CZE,CAF,0.0
11815,CZE,CAN,0.0
11816,CZE,CHE,0.0
11817,CZE,CHL,0.0
11818,CZE,CHN,0.0
11819,CZE,CIV,0.0
11820,CZE,CMR,0.0
11821,CZE,COD,0.0
11822,CZE,COG,0.0
11823,CZE,COK,0.0
11824,CZE,COL,0.0
11825,CZE,COM,0.0
11826,CZE,CPV,0.0
11827,CZE,CRI,0.0
11828,CZE,CUB,0.0
11829,CZE,CUW,0.0
11830,CZE,CYM,0.0
11831,CZE,CYP,0.0
11832,CZE,CZE,0.0
11833,CZE,DEU,0.0
11834,CZE,DJI,0.0
11835,CZE,DMA,0.0
11836,CZE,DNK,0.0
11837,CZE,DOM,0.0
11838,CZE,DZA,0.0
11839,CZE,ECU,0.0
11840,CZE,EGY,0.0
11841,CZE,ERI,0.0
11842,CZE,ESH,0.0
11843,CZE,ESP,0.0
11844,CZE,EST,0.0
11845,CZE,ETH,0.0
11846,CZE,FIN,0.0
11847,CZE,FJI,0.0
11848,CZE,FLK,0.0
11849,CZE,FRA,0.0
11850,CZE,FRO,0.0
11851,CZE,FSM,0.0
11852,CZE,GAB,0.0
11853,CZE,GBR,0.0
11854,CZE,GEO,0.0
11855,CZE,GHA,0.0
11856,CZE,GIB,0.0
11857,CZE,GIN,0.0
11858,CZE,GLP,0.0
11859,CZE,GMB,0.0
11860,CZE,GNB,0.0
11861,CZE,GNQ,0.0
11862,CZE,GRC,0.0
11863,CZE,GRD,0.0
11864,CZE,GRL,0.0
11865,CZE,GTM,0.0
11866,CZE,GUF,0.0
11867,CZE,GUM,0.0
11868,CZE,GUY,0.0
11869,CZE,HKG,0.0
11870,CZE,HND,0.0
11871,CZE,HRV,0.0
11872,CZE,HTI,0.0
11873,CZE,HUN,0.0
11874,CZE,IDN,0.0
11875,CZE,IMN,0.0
11876,CZE,IND,0.0
11877,CZE,IRL,0.0
11878,CZE,IRN,0.0
11879,CZE,IRQ,0.0
11880,CZE,ISL,0.0
11881,CZE,ISR,0.0
11882,CZE,ITA,0.0
11883,CZE,JAM,0.0
11884,CZE,JOR,0.0
11885,CZE,JPN,0.0
