,Origin ISO,Destination ISO,distw_harmonic
10853,CRI,YEM,13737.39393939394
10854,CRI,ZAF,12558.39393939394
10855,CRI,ZMB,12688.39393939394
10856,CRI,ZWE,12931.818181818182
10857,CUB,ABW,1540.3939393939395
10858,CUB,AFG,12906.878787878788
10859,CUB,AGO,10894.515151515152
10860,CUB,AIA,1875.6969696969697
10861,CUB,ALB,9235.424242424242
10862,CUB,AND,7755.424242424242
10863,CUB,ARE,12935.757575757576
10864,CUB,ARG,6533.878787878788
10865,CUB,ARM,11064.387096774193
10866,CUB,ASM,10585.09090909091
10867,CUB,ATG,2039.3939393939395
10868,CUB,AUS,15293.09090909091
10869,CUB,AUT,8693.636363636364
10870,CUB,AZE,11353.90322580645
10871,CUB,BDI,12239.09090909091
10872,CUB,BEL,7787.575757575758
10873,CUB,BEN,9012.363636363636
10874,CUB,BES,1710.3939393939395
10875,CUB,BFA,8346.545454545454
10876,CUB,BGD,14824.272727272728
10877,CUB,BGR,9509.818181818182
10878,CUB,BHR,12508.424242424242
10879,CUB,BHS,538.8181818181819
10880,CUB,BIH,9014.366666666667
10881,CUB,BLR,9180.645161290322
10882,CUB,BLZ,1006.3939393939394
10883,CUB,BMU,1938.8181818181818
10884,CUB,BOL,4670.969696969697
10885,CUB,BRA,5952.363636363636
10886,CUB,BRB,2443.848484848485
10887,CUB,BRN,16511.090909090908
10888,CUB,BTN,14378.39393939394
10889,CUB,BWA,12644.90909090909
10890,CUB,CAF,10797.09090909091
10891,CUB,CAN,2822.3636363636365
10892,CUB,CHE,8102.848484848485
10893,CUB,CHL,6259.454545454545
10894,CUB,CHN,13546.69696969697
10895,CUB,CIV,8410.787878787878
10896,CUB,CMR,9980.787878787878
10897,CUB,COD,11322.727272727272
10898,CUB,COG,10712.39393939394
10899,CUB,COK,9821.575757575758
10900,CUB,COL,1907.2121212121212
10901,CUB,COM,14000.242424242424
10902,CUB,CPV,6069.727272727273
10903,CUB,CRI,1458.4242424242425
10904,CUB,CUB,0.0
10905,CUB,CUW,1660.3939393939395
10906,CUB,CYM,453.2121212121212
10907,CUB,CYP,10600.484848484848
10908,CUB,CZE,8531.965517241379
10909,CUB,DEU,8146.090909090909
10910,CUB,DJI,12852.09090909091
10911,CUB,DMA,2160.3939393939395
10912,CUB,DNK,8184.818181818182
10913,CUB,DOM,1109.2727272727273
10914,CUB,DZA,8071.212121212121
10915,CUB,ECU,2657.181818181818
10916,CUB,EGY,10701.969696969696
10917,CUB,ERI,12246.206896551725
10918,CUB,ESH,6779.424242424242
10919,CUB,ESP,7513.909090909091
10920,CUB,EST,8723.0
10921,CUB,ETH,12570.212121212122
10922,CUB,FIN,8673.818181818182
10923,CUB,FJI,11821.939393939394
10924,CUB,FLK,8520.09090909091
10925,CUB,FRA,7760.333333333333
10926,CUB,FRO,6999.787878787879
10927,CUB,FSM,12813.121212121212
10928,CUB,GAB,10032.09090909091
10929,CUB,GBR,7341.363636363636
10930,CUB,GEO,10975.548387096775
10931,CUB,GHA,8721.454545454546
10932,CUB,GIB,7316.090909090909
10933,CUB,GIN,7276.878787878788
10934,CUB,GLP,2095.5454545454545
10935,CUB,GMB,6822.090909090909
10936,CUB,GNB,6990.090909090909
10937,CUB,GNQ,10002.09090909091
10938,CUB,GRC,9659.939393939394
10939,CUB,GRD,2297.3939393939395
10940,CUB,GRL,5110.181818181818
10941,CUB,GTM,1344.5757575757575
10942,CUB,GUF,3613.848484848485
10943,CUB,GUM,13641.121212121212
10944,CUB,GUY,2965.909090909091
10945,CUB,HKG,14782.575757575758
10946,CUB,HND,1139.3939393939395
10947,CUB,HRV,8759.387096774193
10948,CUB,HTI,856.1515151515151
10949,CUB,HUN,8908.454545454546
10950,CUB,IDN,17737.575757575756
10951,CUB,IMN,7341.363636363636
10952,CUB,IND,14635.545454545454
10953,CUB,IRL,7026.0
10954,CUB,IRN,11919.515151515152
10955,CUB,IRQ,11548.030303030304
10956,CUB,ISL,6293.0
10957,CUB,ISR,10902.151515151516
10958,CUB,ITA,8525.272727272728
10959,CUB,JAM,560.9090909090909
10960,CUB,JOR,10990.121212121212
10961,CUB,JPN,12424.90909090909
10962,CUB,KAZ,11879.58064516129
10963,CUB,KEN,12946.969696969696
10964,CUB,KGZ,12343.064516129032
10965,CUB,KHM,16174.757575757576
10966,CUB,KIR,11603.272727272728
10967,CUB,KNA,1941.5454545454545
10968,CUB,KOR,12801.030303030304
10969,CUB,KWT,12085.424242424242
10970,CUB,LAO,15503.727272727272
10971,CUB,LBN,10839.424242424242
10972,CUB,LBR,7700.090909090909
10973,CUB,LBY,9262.727272727272
10974,CUB,LCA,2262.3333333333335
10975,CUB,LIE,8242.939393939394
10976,CUB,LKA,16131.969696969696
10977,CUB,LSO,12917.878787878788
10978,CUB,LTU,8978.774193548386
10979,CUB,LUX,7931.454545454545
10980,CUB,LVA,8804.774193548386
10981,CUB,MAC,14812.272727272728
10982,CUB,MAR,7231.060606060606
10983,CUB,MCO,8187.666666666667
10984,CUB,MDA,9599.387096774193
10985,CUB,MDG,14683.757575757576
10986,CUB,MDV,15955.424242424242
10987,CUB,MEX,1935.2424242424242
10988,CUB,MHL,11501.727272727272
10989,CUB,MKD,9326.548387096775
10990,CUB,MLI,7774.393939393939
10991,CUB,MLT,9040.60606060606
10992,CUB,MMR,15514.848484848484
10993,CUB,MNE,9142.8125
10994,CUB,MNG,12163.727272727272
10995,CUB,MNP,13436.727272727272
10996,CUB,MOZ,13387.484848484848
10997,CUB,MRT,6742.69696969697
10998,CUB,MSR,2013.5454545454545
10999,CUB,MTQ,2224.3939393939395
11000,CUB,MUS,15719.878787878788
11001,CUB,MWI,13203.030303030304
11002,CUB,MYS,17043.39393939394
11003,CUB,MYT,14242.09090909091
11004,CUB,NAM,11715.212121212122
11005,CUB,NCL,13151.939393939394
11006,CUB,NER,8884.121212121212
11007,CUB,NGA,9353.212121212122
11008,CUB,NIC,1308.3333333333333
11009,CUB,NIU,10703.575757575758
11010,CUB,NLD,7778.878787878788
11011,CUB,NOR,7961.818181818182
11012,CUB,NPL,14233.757575757576
11013,CUB,NRU,12304.90909090909
11014,CUB,NZL,12776.30303030303
11015,CUB,OMN,13319.242424242424
11016,CUB,PAK,13515.484848484848
11017,CUB,PAN,1514.6060606060605
11018,CUB,PER,3770.0
11019,CUB,PHL,15361.939393939394
11020,CUB,PLW,14938.121212121212
11021,CUB,PNG,14702.969696969696
11022,CUB,POL,8723.272727272728
11023,CUB,PRI,1533.4848484848485
11024,CUB,PRK,12557.60606060606
11025,CUB,PRT,6943.060606060606
11026,CUB,PRY,5864.636363636364
11027,CUB,PSE,10903.424242424242
11028,CUB,PYF,8681.575757575758
11029,CUB,QAT,12644.60606060606
11030,CUB,REU,15524.878787878788
11031,CUB,ROU,9464.878787878788
11032,CUB,RUS,10078.967741935483
11033,CUB,RWA,12248.242424242424
11034,CUB,SAU,12102.0
11035,CUB,SDN,11654.757575757576
11036,CUB,SEN,6707.424242424242
11037,CUB,SGP,17310.757575757576
11038,CUB,SHN,9219.90909090909
11039,CUB,SLB,13393.90909090909
11040,CUB,SLE,7362.090909090909
11041,CUB,SLV,1325.3636363636363
11042,CUB,SMR,8567.484848484848
11043,CUB,SOM,13435.484848484848
11044,CUB,SPM,3500.818181818182
11045,CUB,SRB,9125.8125
11046,CUB,SSD,12089.545454545454
11047,CUB,STP,9753.878787878788
11048,CUB,SUR,3295.848484848485
11049,CUB,SVK,8747.103448275862
11050,CUB,SVN,8643.322580645161
11051,CUB,SWE,8280.757575757576
11052,CUB,SWZ,13199.060606060606
11053,CUB,SXM,1879.9166666666667
11054,CUB,SYC,14932.060606060606
11055,CUB,SYR,10881.60606060606
11056,CUB,TCA,930.8787878787879
11057,CUB,TCD,10103.060606060606
11058,CUB,TGO,8944.030303030304
11059,CUB,THA,15939.545454545454
11060,CUB,TJK,12546.612903225807
11061,CUB,TKL,10437.39393939394
11062,CUB,TKM,12080.612903225807
11063,CUB,TLS,16798.95
11064,CUB,TON,11301.575757575758
11065,CUB,TTO,2405.848484848485
11066,CUB,TUN,8666.242424242424
11067,CUB,TUR,10203.030303030304
11068,CUB,TUV,11378.90909090909
11069,CUB,TWN,14276.727272727272
11070,CUB,TZA,13241.60606060606
11071,CUB,UGA,12404.69696969697
11072,CUB,UKR,9782.870967741936
11073,CUB,URY,6858.757575757576
11074,CUB,USA,1805.969696969697
11075,CUB,UZB,12302.354838709678
11076,CUB,VCT,2283.878787878788
11077,CUB,VEN,1906.0
11078,CUB,VGB,1705.5454545454545
11079,CUB,VIR,1705.5454545454545
11080,CUB,VNM,15869.0
11081,CUB,VUT,12828.09090909091
11082,CUB,WLF,11095.939393939394
11083,CUB,WSM,10673.939393939394
11084,CUB,YEM,12792.151515151516
11085,CUB,ZAF,12828.09090909091
11086,CUB,ZMB,12562.727272727272
11087,CUB,ZWE,12906.787878787878
11088,CUW,ABW,128.0
11089,CUW,AFG,13152.787878787878
11090,CUW,AGO,9457.060606060606
11091,CUW,AIA,925.0
11092,CUW,ALB,9029.0
11093,CUW,AND,7510.0
11094,CUW,ARE,12702.242424242424
11095,CUW,ARG,5093.515151515152
11096,CUW,ARM,11058.0
11097,CUW,ASM,11593.0
11098,CUW,ATG,943.0
11099,CUW,AUS,15701.09090909091
11100,CUW,AUT,8669.0
11101,CUW,AZE,11418.193548387097
11102,CUW,BDI,10999.0
11103,CUW,BEL,7810.484848484848
11104,CUW,BEN,7819.545454545455
11105,CUW,BES,73.0
11106,CUW,BFA,7230.666666666667
11107,CUW,BGD,15481.30303030303
11108,CUW,BGR,9372.666666666666
11109,CUW,BHR,12230.0
11110,CUW,BHS,1685.0
11111,CUW,BIH,8872.0
11112,CUW,BLR,9375.774193548386
11113,CUW,BLZ,2209.0
11114,CUW,BMU,2275.0
11115,CUW,BOL,3259.757575757576
11116,CUW,BRA,4237.212121212121
11117,CUW,BRB,1018.0
11118,CUW,BRN,18072.0
11119,CUW,BTN,15059.0
11120,CUW,BWA,11052.0
11121,CUW,CAF,9644.0
11122,CUW,CAN,4138.545454545455
11123,CUW,CHE,8011.666666666667
11124,CUW,CHL,5021.030303030303
11125,CUW,CHN,14915.69696969697
11126,CUW,CIV,7146.363636363636
11127,CUW,CMR,8781.181818181818
11128,CUW,COD,9989.969696969696
11129,CUW,COG,9363.515151515152
11130,CUW,COK,10581.0
11131,CUW,COL,917.9090909090909
11132,CUW,COM,12669.0
11133,CUW,CPV,4919.0
11134,CUW,CRI,1674.3636363636363
11135,CUW,CUB,1660.3939393939395
11136,CUW,CUW,0.0
11137,CUW,CYM,1551.0
11138,CUW,CYP,10336.0
11139,CUW,CZE,8551.275862068966
11140,CUW,DEU,8195.30303030303
11141,CUW,DJI,12083.0
11142,CUW,DMA,889.0
11143,CUW,DNK,8372.0
11144,CUW,DOM,733.4848484848485
11145,CUW,DZA,7640.848484848485
11146,CUW,ECU,1879.909090909091
11147,CUW,EGY,10283.39393939394
11148,CUW,ERI,11526.0
11149,CUW,ESH,6028.0
11150,CUW,ESP,7182.151515151515
11151,CUW,EST,9064.0
11152,CUW,ETH,11703.545454545454
11153,CUW,FIN,9043.030303030304
11154,CUW,FJI,12798.0
11155,CUW,FLK,7150.0
11156,CUW,FRA,7673.0
11157,CUW,FRO,7389.0
11158,CUW,FSM,14412.0
11159,CUW,GAB,8745.0
11160,CUW,GBR,7424.30303030303
11161,CUW,GEO,11011.0
11162,CUW,GHA,7486.666666666667
11163,CUW,GIB,6860.0
11164,CUW,GIN,6042.0
11165,CUW,GLP,889.0
11166,CUW,GMB,5665.0
11167,CUW,GNB,5799.0
11168,CUW,GNQ,8745.0
11169,CUW,GRC,9400.515151515152
11170,CUW,GRD,782.0
11171,CUW,GRL,5935.0
11172,CUW,GTM,2355.0
11173,CUW,GUF,1991.0
11174,CUW,GUM,15353.0
11175,CUW,GUY,1321.0
11176,CUW,HKG,16185.0
11177,CUW,HND,2030.7878787878788
11178,CUW,HRV,8662.0
11179,CUW,HTI,800.0
11180,CUW,HUN,8876.0
11181,CUW,IDN,19017.363636363636
11182,CUW,IMN,7424.30303030303
11183,CUW,IND,14845.757575757576
11184,CUW,IRL,7133.0
11185,CUW,IRN,11879.212121212122
11186,CUW,IRQ,11373.484848484848
11187,CUW,ISL,6818.0
11188,CUW,ISR,10572.181818181818
11189,CUW,ITA,8336.060606060606
11190,CUW,JAM,1067.0
11191,CUW,JOR,10670.848484848484
11192,CUW,JPN,14058.515151515152
11193,CUW,KAZ,12466.612903225807
11194,CUW,KEN,11798.09090909091
11195,CUW,KGZ,12880.0
11196,CUW,KHM,17301.0
11197,CUW,KIR,13034.0
11198,CUW,KNA,881.0
11199,CUW,KOR,14334.454545454546
11200,CUW,KWT,11850.0
11201,CUW,LAO,16552.0
11202,CUW,LBN,10564.0
11203,CUW,LBR,6410.0
11204,CUW,LBY,8782.30303030303
11205,CUW,LCA,887.0
11206,CUW,LIE,8160.0
11207,CUW,LKA,15982.0
11208,CUW,LSO,11280.0
11209,CUW,LTU,9187.0
11210,CUW,LUX,7917.0
11211,CUW,LVA,9071.0
11212,CUW,MAC,16199.0
11213,CUW,MAR,6691.212121212121
11214,CUW,MCO,7995.0
11215,CUW,MDA,9616.0
11216,CUW,MDG,13224.09090909091
11217,CUW,MDV,15502.0
11218,CUW,MEX,3469.4848484848485
11219,CUW,MHL,13030.0
11220,CUW,MKD,9150.0
11221,CUW,MLI,6640.30303030303
11222,CUW,MLT,8648.0
11223,CUW,MMR,16306.575757575758
11224,CUW,MNE,8966.0
11225,CUW,MNG,13344.0
11226,CUW,MNP,15151.0
11227,CUW,MOZ,11846.818181818182
11228,CUW,MRT,5713.0
11229,CUW,MSR,891.0
11230,CUW,MTQ,895.0
11231,CUW,MUS,14258.0
11232,CUW,MWI,11771.969696969696
11233,CUW,MYS,18035.303030303032
11234,CUW,MYT,12898.0
11235,CUW,NAM,10124.0
11236,CUW,NCL,14065.0
11237,CUW,NER,7836.848484848485
11238,CUW,NGA,8191.757575757576
11239,CUW,NIC,1885.0
11240,CUW,NIU,11589.0
11241,CUW,NLD,7839.575757575758
11242,CUW,NOR,8274.0
11243,CUW,NPL,14780.848484848484
11244,CUW,NRU,13739.0
11245,CUW,NZL,13146.969696969696
11246,CUW,OMN,13062.545454545454
11247,CUW,PAK,13708.151515151516
11248,CUW,PAN,1209.0
11249,CUW,PER,2735.242424242424
11250,CUW,PHL,16986.848484848484
11251,CUW,PLW,16656.0
11252,CUW,PNG,16078.0
11253,CUW,POL,8825.121212121212
11254,CUW,PRI,761.2727272727273
11255,CUW,PRK,14060.151515151516
11256,CUW,PRT,6593.454545454545
11257,CUW,PRY,4327.818181818182
11258,CUW,PSE,10553.0
11259,CUW,PYF,9446.0
11260,CUW,QAT,12355.969696969696
11261,CUW,REU,14044.0
11262,CUW,ROU,9405.09090909091
11263,CUW,RUS,10508.225806451614
11264,CUW,RWA,11042.0
11265,CUW,SAU,11655.848484848484
11266,CUW,SDN,10860.484848484848
11267,CUW,SEN,5579.333333333333
11268,CUW,SGP,18328.0
11269,CUW,SHN,7621.0
11270,CUW,SLB,14688.0
11271,CUW,SLE,6105.0
11272,CUW,SLV,2204.0
11273,CUW,SMR,8399.0
11274,CUW,SOM,12487.181818181818
11275,CUW,SPM,4026.0
11276,CUW,SRB,9024.0
11277,CUW,SSD,11044.0
11278,CUW,STP,8450.0
11279,CUW,SUR,1663.0
11280,CUW,SVK,8724.0
11281,CUW,SVN,8546.0
11282,CUW,SWE,8558.636363636364
11283,CUW,SWZ,11597.0
11284,CUW,SXM,911.0
11285,CUW,SYC,13865.0
11286,CUW,SYR,10651.757575757576
11287,CUW,TCA,1061.0
11288,CUW,TCD,9096.0
11289,CUW,TGO,7721.0
11290,CUW,THA,16891.242424242424
11291,CUW,TJK,12891.0
11292,CUW,TKL,11562.0
11293,CUW,TKM,12222.0
11294,CUW,TLS,18399.0
11295,CUW,TON,12165.0
11296,CUW,TTO,825.0
11297,CUW,TUN,8264.787878787878
11298,CUW,TUR,10041.575757575758
11299,CUW,TUV,12580.0
11300,CUW,TWN,15805.484848484848
11301,CUW,TZA,11993.636363636364
11302,CUW,UGA,11264.0
11303,CUW,UKR,9879.612903225807
11304,CUW,URY,5367.0
11305,CUW,USA,3562.4545454545455
11306,CUW,UZB,12699.225806451614
11307,CUW,VCT,845.0
11308,CUW,VEN,319.6666666666667
11309,CUW,VGB,838.0
11310,CUW,VIR,838.0
11311,CUW,VNM,17069.666666666668
11312,CUW,VUT,13865.0
11313,CUW,WLF,12162.0
11314,CUW,WSM,11699.0
11315,CUW,YEM,12115.212121212122
11316,CUW,ZAF,11195.515151515152
11317,CUW,ZMB,11116.242424242424
11318,CUW,ZWE,11403.969696969696
11319,CYM,ABW,1426.0
11320,CYM,AFG,13245.0
11321,CYM,AGO,10902.181818181818
11322,CYM,AIA,1934.0
11323,CYM,ALB,9509.0
11324,CYM,AND,8016.0
11325,CYM,ARE,13224.787878787878
11326,CYM,ARG,6220.636363636364
11327,CYM,ARM,11371.0
11328,CYM,ASM,10463.0
11329,CYM,ATG,2079.0
11330,CYM,AUS,15090.0
11331,CYM,AUT,8988.0
11332,CYM,AZE,11669.677419354839
11333,CYM,BDI,12318.0
11334,CYM,BEL,8082.666666666667
11335,CYM,BEN,9094.181818181818
11336,CYM,BES,1610.0
11337,CYM,BFA,8446.363636363636
11338,CYM,BGD,15188.878787878788
11339,CYM,BGR,9793.878787878788
11340,CYM,BHR,12789.0
11341,CYM,BHS,762.0
11342,CYM,BIH,9296.0
11343,CYM,BLR,9500.161290322581
11344,CYM,BLZ,813.0
11345,CYM,BMU,2196.0
11346,CYM,BOL,4364.545454545455
11347,CYM,BRA,5746.272727272727
11348,CYM,BRB,2423.0
11349,CYM,BRN,16792.0
11350,CYM,BTN,14742.0
11351,CYM,BWA,12582.0
11352,CYM,CAF,10896.0
11353,CYM,CAN,3179.6363636363635
11354,CYM,CHE,8385.878787878788
11355,CYM,CHL,5918.393939393939
11356,CYM,CHN,13878.818181818182
11357,CYM,CIV,8470.09090909091
11358,CYM,CMR,10063.878787878788
11359,CYM,COD,11370.242424242424
11360,CYM,COG,10752.030303030304
11361,CYM,COK,9639.0
11362,CYM,COL,1612.969696969697
11363,CYM,COM,14057.0
11364,CYM,CPV,6151.0
11365,CYM,CRI,1074.3333333333333
11366,CYM,CUB,453.2121212121212
11367,CYM,CUW,1551.0
11368,CYM,CYM,0.0
11369,CYM,CYP,10873.0
11370,CYM,CZE,8830.448275862069
11371,CYM,DEU,8446.151515151516
11372,CYM,DJI,13052.0
11373,CYM,DMA,2169.0
11374,CYM,DNK,8500.0
11375,CYM,DOM,1193.8181818181818
11376,CYM,DZA,8306.39393939394
11377,CYM,ECU,2300.5757575757575
11378,CYM,EGY,10952.242424242424
11379,CYM,ERI,12452.0
11380,CYM,ESH,6951.0
11381,CYM,ESP,7761.151515151515
11382,CYM,EST,9054.0
11383,CYM,ETH,12747.636363636364
11384,CYM,FIN,9006.848484848484
11385,CYM,FJI,11698.0
11386,CYM,FLK,8191.0
11387,CYM,FRA,8042.30303030303
11388,CYM,FRO,7327.0
11389,CYM,FSM,12892.0
11390,CYM,GAB,10090.0
11391,CYM,GBR,7640.909090909091
11392,CYM,GEO,11287.0
11393,CYM,GHA,8790.39393939394
11394,CYM,GIB,7543.0
11395,CYM,GIN,7341.0
11396,CYM,GLP,2115.0
11397,CYM,GMB,6905.0
11398,CYM,GNB,7065.0
11399,CYM,GNQ,10069.0
11400,CYM,GRC,9928.666666666666
11401,CYM,GRD,2249.0
11402,CYM,GRL,5459.0
11403,CYM,GTM,1104.0
11404,CYM,GUF,3528.0
11405,CYM,GUM,13805.0
11406,CYM,GUY,2866.0
11407,CYM,HKG,15108.0
11408,CYM,HND,838.1818181818181
11409,CYM,HRV,9045.0
11410,CYM,HTI,956.0
11411,CYM,HUN,9202.0
11412,CYM,IDN,18021.363636363636
11413,CYM,IMN,7640.909090909091
11414,CYM,IND,14978.575757575758
11415,CYM,IRL,7327.0
11416,CYM,IRN,12226.515151515152
11417,CYM,IRQ,11837.030303030304
11418,CYM,ISL,6628.0
11419,CYM,ISR,11167.030303030304
11420,CYM,ITA,8798.0
11421,CYM,JAM,504.0
11422,CYM,JOR,11256.848484848484
11423,CYM,JPN,12702.969696969696
11424,CYM,KAZ,12234.645161290322
11425,CYM,KEN,13056.272727272728
11426,CYM,KGZ,12697.0
11427,CYM,KHM,16524.0
11428,CYM,KIR,11608.0
11429,CYM,KNA,1983.0
11430,CYM,KOR,13107.787878787878
11431,CYM,KWT,12369.0
11432,CYM,LAO,15861.0
11433,CYM,LBN,11112.0
11434,CYM,LBR,7750.0
11435,CYM,LBY,9496.515151515152
11436,CYM,LCA,2250.0
11437,CYM,LIE,8528.0
11438,CYM,LKA,16458.0
11439,CYM,LSO,12826.0
11440,CYM,LTU,9299.0
11441,CYM,LUX,8223.0
11442,CYM,LVA,9129.0
11443,CYM,MAC,15139.0
11444,CYM,MAR,7443.636363636364
11445,CYM,MCO,8458.0
11446,CYM,MDA,9902.0
11447,CYM,MDG,14692.39393939394
11448,CYM,MDV,16239.0
11449,CYM,MEX,1927.0
11450,CYM,MHL,11545.0
11451,CYM,MKD,9605.0
11452,CYM,MLI,7867.30303030303
11453,CYM,MLT,9287.0
11454,CYM,MMR,15880.545454545454
11455,CYM,MNE,9421.0
11456,CYM,MNG,12517.0
11457,CYM,MNP,13606.0
11458,CYM,MOZ,13352.181818181818
11459,CYM,MRT,6856.0
11460,CYM,MSR,2047.0
11461,CYM,MTQ,2222.0
11462,CYM,MUS,15732.0
11463,CYM,MWI,13219.121212121212
11464,CYM,MYS,17391.78787878788
11465,CYM,MYT,14295.0
11466,CYM,NAM,11653.0
11467,CYM,NCL,13021.0
11468,CYM,NER,9003.727272727272
11469,CYM,NGA,9444.818181818182
11470,CYM,NIC,948.0
11471,CYM,NIU,10553.0
11472,CYM,NLD,8078.333333333333
11473,CYM,NOR,8287.0
11474,CYM,NPL,14594.060606060606
11475,CYM,NRU,12313.0
11476,CYM,NZL,12541.09090909091
11477,CYM,OMN,13606.878787878788
11478,CYM,PAK,13851.878787878788
11479,CYM,PAN,1156.0
11480,CYM,PER,3419.939393939394
11481,CYM,PHL,15629.333333333334
11482,CYM,PLW,15112.0
11483,CYM,PNG,14702.0
11484,CYM,POL,9031.454545454546
11485,CYM,PRI,1598.060606060606
11486,CYM,PRK,12871.878787878788
11487,CYM,PRT,7184.0
11488,CYM,PRY,5578.787878787879
11489,CYM,PSE,11165.0
11490,CYM,PYF,8495.0
11491,CYM,QAT,12924.272727272728
11492,CYM,REU,15527.0
11493,CYM,ROU,9758.424242424242
11494,CYM,RUS,10417.290322580646
11495,CYM,RWA,12338.0
11496,CYM,SAU,12355.030303030304
11497,CYM,SDN,11842.454545454546
11498,CYM,SEN,6797.181818181818
11499,CYM,SGP,17659.0
11500,CYM,SHN,9151.0
11501,CYM,SLB,13361.0
11502,CYM,SLE,7420.0
11503,CYM,SLV,1039.0
11504,CYM,SMR,8843.0
11505,CYM,SOM,13598.60606060606
11506,CYM,SPM,3816.0
11507,CYM,SRB,9413.0
11508,CYM,SSD,12224.0
11509,CYM,STP,9805.0
11510,CYM,SUR,3204.0
11511,CYM,SVK,9042.0
11512,CYM,SVN,8928.0
11513,CYM,SWE,8604.121212121212
11514,CYM,SWZ,13132.0
11515,CYM,SXM,1938.0
11516,CYM,SYC,15076.0
11517,CYM,SYR,11160.333333333334
11518,CYM,TCA,1095.0
11519,CYM,TCD,10237.0
11520,CYM,TGO,9017.0
11521,CYM,THA,16300.515151515152
11522,CYM,TJK,12891.0
11523,CYM,TKL,10344.0
11524,CYM,TKM,12407.0
11525,CYM,TLS,16893.0
11526,CYM,TON,11149.0
11527,CYM,TTO,2336.0
11528,CYM,TUN,8909.09090909091
11529,CYM,TUR,10487.69696969697
11530,CYM,TUV,11310.0
11531,CYM,TWN,14580.151515151516
11532,CYM,TZA,13322.727272727272
11533,CYM,UGA,12514.0
11534,CYM,UKR,10095.451612903225
11535,CYM,URY,6556.0
11536,CYM,USA,2253.848484848485
11537,CYM,UZB,12648.741935483871
11538,CYM,VCT,2256.0
11539,CYM,VEN,1754.878787878788
11540,CYM,VGB,1768.0
11541,CYM,VIR,1768.0
11542,CYM,VNM,16212.818181818182
11543,CYM,VUT,12724.0
11544,CYM,WLF,10990.0
11545,CYM,WSM,10556.0
11546,CYM,YEM,13009.424242424242
11547,CYM,ZAF,12738.484848484848
11548,CYM,ZMB,12570.60606060606
11549,CYM,ZWE,12890.939393939394
11550,CYP,ABW,10404.0
11551,CYP,AFG,3155.909090909091
11552,CYP,AGO,5388.909090909091
11553,CYP,AIA,9428.0
11554,CYP,ALB,1367.0
11555,CYP,AND,2864.0
11556,CYP,ARE,2377.2727272727275
11557,CYP,ARG,12336.454545454546
11558,CYP,ARM,1129.0
11559,CYP,ASM,16678.0
11560,CYP,ATG,9393.0
11561,CYP,AUS,13808.212121212122
11562,CYP,AUT,2017.0
11563,CYP,AZE,1524.0645161290322
11564,CYP,BDI,4287.0
11565,CYP,BEL,2899.030303030303
11566,CYP,BEN,4427.30303030303
11567,CYP,BES,10275.0
11568,CYP,BFA,4408.0
11569,CYP,BGD,5624.151515151515
11570,CYP,BGR,1143.090909090909
11571,CYP,BHR,1920.0
11572,CYP,BHS,10141.0
11573,CYP,BIH,1607.0
11574,CYP,BLR,2103.7419354838707
11575,CYP,BLZ,11599.0
11576,CYP,BMU,8680.0
11577,CYP,BOL,11940.060606060606
11578,CYP,BRA,10137.333333333334
11579,CYP,BRB,9451.0
11580,CYP,BRN,8933.0
11581,CYP,BTN,5354.0
11582,CYP,BWA,6667.0
11583,CYP,CAF,3736.0
11584,CYP,CAN,9050.939393939394
11585,CYP,CHE,2519.5757575757575
11586,CYP,CHL,13232.60606060606
11587,CYP,CHN,7311.121212121212
11588,CYP,CIV,5046.424242424242
11589,CYP,CMR,4114.787878787879
11590,CYP,COD,4690.424242424242
11591,CYP,COG,4824.363636363636
11592,CYP,COK,18007.0
11593,CYP,COL,11262.030303030304
11594,CYP,COM,5290.0
11595,CYP,CPV,6072.0
11596,CYP,CRI,11776.212121212122
11597,CYP,CUB,10600.484848484848
11598,CYP,CUW,10336.0
11599,CYP,CYM,10873.0
11600,CYP,CYP,0.0
11601,CYP,CZE,2213.310344827586
11602,CYP,DEU,2593.0
11603,CYP,DJI,2792.0
11604,CYP,DMA,9468.0
11605,CYP,DNK,2778.0
11606,CYP,DOM,9994.0
11607,CYP,DZA,2685.6363636363635
11608,CYP,ECU,12156.242424242424
11609,CYP,EGY,584.6666666666666
11610,CYP,ERI,2266.0
11611,CYP,ESH,4487.0
11612,CYP,ESP,3120.151515151515
11613,CYP,EST,2771.0
11614,CYP,ETH,2881.818181818182
11615,CYP,FIN,2878.121212121212
11616,CYP,FJI,16098.0
11617,CYP,FLK,13055.0
11618,CYP,FRA,2848.969696969697
11619,CYP,FRO,4086.0
11620,CYP,FSM,12600.0
11621,CYP,GAB,4580.0
11622,CYP,GBR,3364.3939393939395
11623,CYP,GEO,1235.0
11624,CYP,GHA,4755.515151515152
11625,CYP,GIB,3485.0
11626,CYP,GIN,5539.0
11627,CYP,GLP,9454.0
11628,CYP,GMB,5549.0
11629,CYP,GNB,5555.0
11630,CYP,GNQ,4422.0
11631,CYP,GRC,946.4848484848485
11632,CYP,GRD,9707.0
11633,CYP,GRL,6320.0
11634,CYP,GTM,11938.0
11635,CYP,GUF,9309.0
11636,CYP,GUM,11018.0
11637,CYP,GUY,9719.0
11638,CYP,HKG,7817.0
11639,CYP,HND,11704.515151515152
11640,CYP,HRV,1883.0
11641,CYP,HTI,10193.0
11642,CYP,HUN,1815.0
