,Origin ISO,Destination ISO,csl
74,ABW,GHA,0.1730439046433098
75,ABW,GIB,0.6427942295964397
76,ABW,GIN,0.0
77,ABW,GLP,0.0
78,ABW,GMB,0.0152306660761743
79,ABW,GNB,0.0121541277197242
80,ABW,GNQ,0.9663914408652168
81,ABW,GRC,0.2311763702261991
82,ABW,GRD,0.09996842383470231
83,ABW,GRL,0.0038624851321871
84,ABW,GTM,0.6902107020341799
85,ABW,GUF,0.0
86,ABW,GUM,0.5576928575449083
87,ABW,GUY,0.2517974343628882
88,ABW,HKG,0.2643108808470145
89,ABW,HND,0.9665196837093076
90,ABW,HRV,0.2475425404018822
91,ABW,HTI,0.0
92,ABW,HUN,0.0972231327911512
93,ABW,IDN,0.0
94,ABW,IMN,0.488428887079893
95,ABW,IND,0.0909328408641987
96,ABW,IRL,0.5147793897492933
97,ABW,IRN,0.0
98,ABW,IRQ,0.1606977802994643
99,ABW,ISL,0.0462312627412326
100,ABW,ISR,0.023870920915029
101,ABW,ITA,0.1507361001197217
102,ABW,JAM,0.0119413549588553
103,ABW,JOR,0.1915584453078494
104,ABW,JPN,0.0015338075944898
105,ABW,KAZ,0.0596624703170721
106,ABW,KEN,0.0355297877540997
107,ABW,KGZ,0.0
108,ABW,KHM,0.1047778056981711
109,ABW,KIR,0.1174994020805403
110,ABW,KNA,0.09909899534955585
111,ABW,KOR,0.0502643649487396
112,ABW,KWT,0.0
113,ABW,LAO,0.0
114,ABW,LBN,0.1367318996898612
115,ABW,LBR,0.2845837928976497
116,ABW,LBY,0.00085353706476075
117,ABW,LCA,0.127309785103531
118,ABW,LIE,0.0476890266473491
119,ABW,LKA,0.0522148166371177
120,ABW,LSO,0.1103046267118096
121,ABW,LTU,0.1504236809678868
122,ABW,LUX,0.4324962503243439
123,ABW,LVA,0.1936654343967681
124,ABW,MAC,0.0116051324020188
125,ABW,MAR,0.0948523479678203
126,ABW,MCO,0.0466063605692187
127,ABW,MDA,0.0
128,ABW,MDG,0.0
129,ABW,MDV,0.02435448801305295
130,ABW,MEX,0.992705714873879
131,ABW,MHL,0.488428887079893
132,ABW,MKD,0.0
133,ABW,MLI,0.0
134,ABW,MLT,0.4157523226568008
135,ABW,MMR,0.0
136,ABW,MNE,0.1096764081863476
137,ABW,MNG,0.0
138,ABW,MNP,0.488428887079893
139,ABW,MOZ,0.0
140,ABW,MRT,0.0
141,ABW,MSR,0.09901060841072845
142,ABW,MTQ,0.0
143,ABW,MUS,0.0814536049193705
144,ABW,MWI,0.0202636446698787
145,ABW,MYS,0.1621207622376739
146,ABW,MYT,0.0
147,ABW,NAM,0.0641813521803849
148,ABW,NCL,0.0
149,ABW,NER,0.0
150,ABW,NGA,0.1794805239369557
151,ABW,NIC,0.9663914408652168
152,ABW,NIU,0.2709992534765857
153,ABW,NLD,0.4432048536619463
154,ABW,NOR,0.3829331275925678
155,ABW,NPL,0.1286055630506673
156,ABW,NRU,0.4196870437130933
157,ABW,NZL,0.4324801604364813
158,ABW,OMN,0.0035353484779035
159,ABW,PAK,0.0417050882821655
160,ABW,PAN,0.8916595436236621
161,ABW,PER,0.8517357786740903
162,ABW,PHL,0.2825913427705729
163,ABW,PLW,0.488428887079893
164,ABW,PNG,0.3698703067097233
165,ABW,POL,0.1746586285338724
166,ABW,PRI,1.2241528498335
167,ABW,PRK,0.0
168,ABW,PRT,0.2039758381189233
169,ABW,PRY,0.6619411190514676
170,ABW,PSE,1.2168616244591188e-05
171,ABW,PYF,0.0
172,ABW,QAT,0.0073031204136726
173,ABW,REU,0.0
174,ABW,ROU,0.1715009286836168
175,ABW,RUS,0.0268297415247167
176,ABW,RWA,0.0669774276852003
177,ABW,SAU,0.0024152793380375
178,ABW,SDN,0.0
179,ABW,SEN,0.0
180,ABW,SGP,0.3047264344951285
181,ABW,SHN,0.07346411777159534
182,ABW,SLB,0.2249527072971249
183,ABW,SLE,0.3430199360328322
184,ABW,SLV,0.9663914408652168
185,ABW,SMR,0.06071710073338165
186,ABW,SOM,2.4436737685992323e-05
187,ABW,SPM,0.06022772945854575
188,ABW,SRB,0.0
189,ABW,SSD,0.0
190,ABW,STP,0.0252591192262952
191,ABW,SUR,0.1662623983701882
192,ABW,SVK,0.1246208508466243
193,ABW,SVN,0.2831256555631168
194,ABW,SWE,0.4562342313796622
195,ABW,SWZ,0.0264415308547261
196,ABW,SXM,0.13532597390539525
197,ABW,SYC,0.1977845376269433
198,ABW,SYR,0.00226327150721355
199,ABW,TCA,0.11319937716827715
200,ABW,TCD,0.0
201,ABW,TGO,0.0
202,ABW,THA,0.0030155176054356
203,ABW,TJK,0.0211200510148296
204,ABW,TKL,0.02033083804500985
205,ABW,TKM,0.0
206,ABW,TLS,0.0003801127178432
207,ABW,TON,0.1443588969658625
208,ABW,TTO,0.2675005748252557
209,ABW,TUN,0.0450097459532343
210,ABW,TUR,0.0003278747051908
211,ABW,TUV,0.0386874366003875
212,ABW,TWN,0.0
213,ABW,TZA,0.0383040547298293
214,ABW,UGA,0.0360455078676913
215,ABW,UKR,0.0
216,ABW,URY,0.9326141928564228
217,ABW,USA,0.634677456571945
218,ABW,UZB,0.0
219,ABW,VCT,0.09953168214522586
220,ABW,VEN,0.9663914408652168
221,ABW,VGB,0.0864726911894835
222,ABW,VIR,0.6752095552549994
223,ABW,VNM,0.0
224,ABW,VUT,0.3119886227438064
225,ABW,WLF,0.0
226,ABW,WSM,0.2894006453927922
227,ABW,YEM,0.0406260436544224
228,ABW,ZAF,0.1522007061427972
229,ABW,ZMB,0.0791379886148204
230,ABW,ZWE,0.2272916581388416
231,AFG,ABW,0.0195292837610842
232,AFG,AFG,0.1913445387011331
233,AFG,AGO,0.02507406313305995
234,AFG,AIA,0.0061231102794354
235,AFG,ALB,0.0891196263065825
236,AFG,AND,0.05479169024468085
237,AFG,ARE,0.0352113689505519
238,AFG,ARG,0.05258500318966365
239,AFG,ARM,0.10115818197677315
240,AFG,ASM,0.0031188097342458
241,AFG,ATG,0.0450790997562321
242,AFG,AUS,0.0753302995457568
243,AFG,AUT,0.0619262262010695
244,AFG,AZE,0.04893651105887251
245,AFG,BDI,7.484375608810902e-06
246,AFG,BEL,0.0633737559778055
247,AFG,BEN,8.706061312175e-05
248,AFG,BES,0.011276350399759
249,AFG,BFA,0.0006827469574861
250,AFG,BGD,0.1341462094638424
251,AFG,BGR,0.07243620740775815
252,AFG,BHR,0.0282982765842175
253,AFG,BHS,0.0422101441920045
254,AFG,BIH,0.0729756442328939
255,AFG,BLR,0.0802039796297235
256,AFG,BLZ,0.0459812250541164
257,AFG,BMU,0.0791779220800995
258,AFG,BOL,0.0330870986158132
259,AFG,BRA,0.0535897970703872
260,AFG,BRB,0.04056451513223205
261,AFG,BRN,0.0024251506863583
262,AFG,BTN,0.0262101131771088
263,AFG,BWA,0.0022968201081809
264,AFG,CAF,0.00012399624215145
265,AFG,CAN,0.06809308343218065
266,AFG,CHE,0.0619200171707016
267,AFG,CHL,0.05255011510439925
268,AFG,CHN,0.00014822467923141918
269,AFG,CIV,0.00015875927088505
270,AFG,CMR,2.7452784454298343e-06
271,AFG,COD,0.0
272,AFG,COG,0.00012488161744915
273,AFG,COK,0.00363777204390875
274,AFG,COL,0.05289362344051865
275,AFG,COM,0.00010480253523095
276,AFG,CPV,0.0
277,AFG,CRI,0.0525184049232664
278,AFG,CUB,0.0534227398346411
279,AFG,CUW,0.011276350399759
280,AFG,CYM,0.05517426221497095
281,AFG,CYP,0.0793591317400543
282,AFG,CZE,0.0726015232008937
283,AFG,DEU,0.06236190673839785
284,AFG,DJI,0.0012658075194634
285,AFG,DMA,0.0052562208443326
286,AFG,DNK,0.0620341064490606
287,AFG,DOM,0.0523938232550277
288,AFG,DZA,0.00027616279557835
289,AFG,ECU,0.04873257667629595
290,AFG,EGY,6.672952251375671e-06
291,AFG,ERI,3.7253487005777344e-05
292,AFG,ESH,0.0
293,AFG,ESP,0.05301153649824605
294,AFG,EST,0.0207634287432475
295,AFG,ETH,3.105213632403283e-05
296,AFG,FIN,0.0052344046871071
297,AFG,FJI,0.0616819548356078
298,AFG,FLK,0.07807265264277215
299,AFG,FRA,0.04798743953885325
300,AFG,FRO,0.0802449715568113
301,AFG,FSM,0.00095417856458865
302,AFG,GAB,0.0017469008625341
303,AFG,GBR,0.0803584685813824
304,AFG,GEO,0.02019953848256375
305,AFG,GHA,0.0
306,AFG,GIB,0.06630111208702835
307,AFG,GIN,0.0
308,AFG,GLP,0.0008136089872355
309,AFG,GMB,6.10311461316e-05
310,AFG,GNB,0.00216315239006395
311,AFG,GNQ,0.0
312,AFG,GRC,0.08875427591448685
313,AFG,GRD,0.00391528132994925
314,AFG,GRL,0.00680266816385385
315,AFG,GTM,0.0361400800657856
316,AFG,GUF,0.02464864414434
317,AFG,GUM,0.0283108493322574
318,AFG,GUY,0.03954323817489445
319,AFG,HKG,0.0034739336147831
320,AFG,HND,0.05267969496687385
321,AFG,HRV,0.07259909809745985
322,AFG,HTI,4.316521107237138e-06
323,AFG,HUN,0.00140286182372145
324,AFG,IDN,6.169315779257021e-07
325,AFG,IMN,0.0802449715568113
326,AFG,IND,0.10980788406478689
327,AFG,IRL,0.07920457615097945
328,AFG,IRN,0.1171305098928277
329,AFG,IRQ,0.0579057012086191
330,AFG,ISL,0.08016480675006125
331,AFG,ISR,0.02075438913126265
332,AFG,ITA,0.0709335985313682
333,AFG,JAM,0.0002579275406163
334,AFG,JOR,0.0001008213429264
335,AFG,JPN,9.046608408875e-05
336,AFG,KAZ,0.04701353189184018
337,AFG,KEN,0.00025910460330025
338,AFG,KGZ,0.03715623696758063
339,AFG,KHM,1.4267868921101554e-05
340,AFG,KIR,0.00189257008388705
341,AFG,KNA,0.00154198638656435
342,AFG,KOR,0.0
343,AFG,KWT,4.09925298117834e-07
344,AFG,LAO,0.0
345,AFG,LBN,0.0159191527997869
346,AFG,LBR,0.0
347,AFG,LBY,0.0024287113858949
348,AFG,LCA,0.00080446086773745
349,AFG,LIE,0.061791392741484
350,AFG,LKA,0.10539877576272505
351,AFG,LSO,0.0
352,AFG,LTU,0.07973976445582424
353,AFG,LUX,0.0572226830382093
354,AFG,LVA,0.08008642809951096
355,AFG,MAC,0.00229299414992745
356,AFG,MAR,0.00012040840104915
357,AFG,MCO,0.0604449254700978
358,AFG,MDA,0.07882333706774435
359,AFG,MDG,0.00032715131553825
360,AFG,MDV,0.13665084422512105
361,AFG,MEX,0.0507666818307148
362,AFG,MHL,0.0283361238982956
363,AFG,MKD,0.07721296720741724
364,AFG,MLI,5.966942218665e-05
365,AFG,MLT,0.0082994121612739
366,AFG,MMR,0.0014391452864393
367,AFG,MNE,0.07432591837934616
368,AFG,MNG,0.00076551038226035
369,AFG,MNP,0.0129746492654683
370,AFG,MOZ,0.0065620327121213
371,AFG,MRT,7.657411806845e-05
372,AFG,MSR,0.00204706560093905
373,AFG,MTQ,0.0010546501586257
374,AFG,MUS,0.0117990454281122
375,AFG,MWI,0.00010260995833525
376,AFG,MYS,0.00271454810703765
377,AFG,MYT,0.0015848320318653
378,AFG,NAM,0.00669552861985445
379,AFG,NCL,0.02391572730042275
380,AFG,NER,3.3775668461536945e-05
381,AFG,NGA,4.995426678789214e-06
382,AFG,NIC,0.05210982226172125
383,AFG,NIU,0.01138960886612805
384,AFG,NLD,0.0681845408596445
385,AFG,NOR,0.06617769501575994
386,AFG,NPL,0.11125978310953015
387,AFG,NRU,0.00534966477045405
388,AFG,NZL,0.07201752331997505
389,AFG,OMN,0.0243936949173151
390,AFG,PAK,0.135543618407954
391,AFG,PAN,0.04444582479119265
392,AFG,PER,0.0433850252264643
393,AFG,PHL,7.996579881835e-05
394,AFG,PLW,0.0154184157135991
395,AFG,PNG,0.00289365438827415
396,AFG,POL,0.072863285963728
397,AFG,PRI,0.0547050624582367
398,AFG,PRK,0.0
399,AFG,PRT,0.05289827440306835
400,AFG,PRY,0.0057374766227141
401,AFG,PSE,4.737829444952965e-05
402,AFG,PYF,0.03455388867646275
403,AFG,QAT,0.0238892091692629
404,AFG,REU,0.01304935902685905
405,AFG,ROU,0.07560125962923875
406,AFG,RUS,0.07434767487448543
407,AFG,RWA,5.288145357275e-05
408,AFG,SAU,0.0069334415770928755
409,AFG,SDN,1.6991917644254078e-06
410,AFG,SEN,0.0001684420751999
411,AFG,SGP,0.0235236769451968
412,AFG,SHN,0.0802449715568113
413,AFG,SLB,0.00211188206292645
414,AFG,SLE,0.0057505551376143
415,AFG,SLV,0.05335391177261165
416,AFG,SMR,0.0729173914416473
417,AFG,SOM,5.28451558258e-05
418,AFG,SPM,0.05007596136505805
419,AFG,SRB,0.0704698370184711
420,AFG,SSD,0.0
421,AFG,STP,0.02672847699273755
422,AFG,SUR,0.05508964425747665
423,AFG,SVK,0.0672338031653762
424,AFG,SVN,0.0727227050555374
425,AFG,SWE,0.06550214543730415
426,AFG,SWZ,0.0020655609254457
427,AFG,SXM,0.0279705496660327
428,AFG,SYC,0.00468124883055195
429,AFG,SYR,0.020615794167510103
430,AFG,TCA,0.0059584804366651
431,AFG,TCD,2.1060474554375825e-05
432,AFG,TGO,3.0725344337149934e-05
433,AFG,THA,7.73810517872e-05
434,AFG,TJK,0.08333051248496365
435,AFG,TKL,0.0222074064201006
436,AFG,TKM,0.057293700146957297
437,AFG,TLS,9.32454537608e-05
438,AFG,TON,0.0009632430423171
439,AFG,TTO,0.04058748189321535
440,AFG,TUN,2.272903768804075e-05
441,AFG,TUR,0.06620555858737508
442,AFG,TUV,0.0
443,AFG,TWN,0.0
444,AFG,TZA,0.0006634339883809
445,AFG,UGA,0.0
446,AFG,UKR,0.07952777076201833
447,AFG,URY,0.0539911774245541
448,AFG,USA,0.07389339758049498
449,AFG,UZB,0.02785882990508455
450,AFG,VCT,0.00023175443048895
451,AFG,VEN,0.0526478696294411
452,AFG,VGB,0.0404256783661518
453,AFG,VIR,0.0193712190959377
454,AFG,VNM,0.0
455,AFG,VUT,0.0038142269328673
456,AFG,WLF,0.00540944027091675
457,AFG,WSM,0.0076382914102205
458,AFG,YEM,0.0022123279111453
459,AFG,ZAF,0.0186817205869315
460,AFG,ZMB,0.00072043572705
461,AFG,ZWE,0.00189757799599805
462,AGO,ABW,0.0
463,AGO,AFG,0.02507406313305995
464,AGO,AGO,0.5589311359558994
465,AGO,AIA,0.0
466,AGO,ALB,0.0
467,AGO,AND,0.1119507307757343
468,AGO,ARE,0.0071019474024925
469,AGO,ARG,0.0
470,AGO,ARM,0.0
471,AGO,ASM,0.0
472,AGO,ATG,0.0
473,AGO,AUS,0.0010872495838609
474,AGO,AUT,0.0
475,AGO,AZE,0.0
476,AGO,BDI,0.0
477,AGO,BEL,0.001993372269245
478,AGO,BEN,0.0
479,AGO,BES,0.0036269990889471
480,AGO,BFA,0.0
481,AGO,BGD,0.0
482,AGO,BGR,0.0
483,AGO,BHR,0.0070725031061875
484,AGO,BHS,0.0
485,AGO,BIH,0.03361097633329715
486,AGO,BLR,0.0
487,AGO,BLZ,0.0
488,AGO,BMU,0.044004261608077654
489,AGO,BOL,0.0
490,AGO,BRA,0.6674396677509833
491,AGO,BRB,0.0
492,AGO,BRN,0.0
493,AGO,BTN,0.0
494,AGO,BWA,9.621334314115492e-06
495,AGO,CAF,0.0
496,AGO,CAN,0.0046803386639515
497,AGO,CHE,0.0164570489489
498,AGO,CHL,0.0
499,AGO,CHN,0.0
500,AGO,CIV,0.0
501,AGO,CMR,0.0
502,AGO,COD,0.0161018241843328
503,AGO,COG,0.0003517948783897
504,AGO,COK,0.0
505,AGO,COL,0.0
506,AGO,COM,0.0
507,AGO,CPV,0.0
508,AGO,CRI,0.0
509,AGO,CUB,0.0
510,AGO,CUW,0.0036269990889471
511,AGO,CYM,0.0302256213124196
512,AGO,CYP,0.0
513,AGO,CZE,0.0
514,AGO,DEU,0.0014024026584381
515,AGO,DJI,0.0
516,AGO,DMA,0.0
517,AGO,DNK,0.0
518,AGO,DOM,0.0
519,AGO,DZA,0.0
520,AGO,ECU,0.0
521,AGO,EGY,0.0
522,AGO,ERI,0.0
523,AGO,ESH,0.0
524,AGO,ESP,0.0022004589492782
525,AGO,EST,0.0
526,AGO,ETH,0.0
527,AGO,FIN,0.0001993696781758
528,AGO,FJI,0.0
529,AGO,FLK,0.05007491538774585
530,AGO,FRA,0.0096695561867576
531,AGO,FRO,0.03610479089734225
532,AGO,FSM,0.0
533,AGO,GAB,0.0
534,AGO,GBR,0.001542713500656
535,AGO,GEO,0.0
536,AGO,GHA,0.0
537,AGO,GIB,0.0
538,AGO,GIN,0.0
539,AGO,GLP,0.0
540,AGO,GMB,0.0
541,AGO,GNB,0.0801540240359375
542,AGO,GNQ,0.0
543,AGO,GRC,0.0
544,AGO,GRD,0.0017616108645762
545,AGO,GRL,0.0032362612837253
546,AGO,GTM,0.0
547,AGO,GUF,0.0
548,AGO,GUM,0.0
549,AGO,GUY,0.0
550,AGO,HKG,0.0
551,AGO,HND,0.0
552,AGO,HRV,0.0
553,AGO,HTI,0.0
554,AGO,HUN,0.0
555,AGO,IDN,0.0
556,AGO,IMN,0.0
557,AGO,IND,0.0001633798488294
558,AGO,IRL,0.0
559,AGO,IRN,0.0
560,AGO,IRQ,0.0
561,AGO,ISL,0.0360687221751671
562,AGO,ISR,0.0
563,AGO,ITA,0.0
564,AGO,JAM,0.0013059791717045
565,AGO,JOR,0.0
566,AGO,JPN,0.0
567,AGO,KAZ,0.0
568,AGO,KEN,0.0
569,AGO,KGZ,0.0
570,AGO,KHM,0.0
571,AGO,KIR,0.0
572,AGO,KNA,0.0006937892178582
573,AGO,KOR,0.0
574,AGO,KWT,0.0
575,AGO,LAO,0.0
576,AGO,LBN,0.0
577,AGO,LBR,0.0
578,AGO,LBY,0.00129760585241545
579,AGO,LCA,0.0
580,AGO,LIE,0.03053132835295455
581,AGO,LKA,0.0
582,AGO,LSO,0.0
583,AGO,LTU,0.0
584,AGO,LUX,0.1053973749286883
585,AGO,LVA,0.0
586,AGO,MAC,0.0144602873376673
587,AGO,MAR,0.0
588,AGO,MCO,0.0
589,AGO,MDA,0.0
590,AGO,MDG,0.0
591,AGO,MDV,0.03129081877769665
592,AGO,MEX,0.0
593,AGO,MHL,0.0
594,AGO,MKD,0.0
595,AGO,MLI,0.0
596,AGO,MLT,0.0
597,AGO,MMR,0.0
598,AGO,MNE,0.0
599,AGO,MNG,0.0
600,AGO,MNP,0.0
601,AGO,MOZ,0.3030016929267264
602,AGO,MRT,0.0
603,AGO,MSR,0.00092104058411585
604,AGO,MTQ,0.0
605,AGO,MUS,0.0
606,AGO,MWI,0.0004862878062512
607,AGO,MYS,0.0
608,AGO,MYT,0.0
609,AGO,NAM,0.0068753480552812
610,AGO,NCL,0.0
611,AGO,NER,0.0
612,AGO,NGA,0.0
613,AGO,NIC,0.0
614,AGO,NIU,0.0
615,AGO,NLD,0.0005487827400331
616,AGO,NOR,0.0009495389884943
617,AGO,NPL,0.0
618,AGO,NRU,0.0
619,AGO,NZL,0.0
620,AGO,OMN,0.007095104584244
621,AGO,PAK,0.0
622,AGO,PAN,0.0
623,AGO,PER,0.0
624,AGO,PHL,0.0
625,AGO,PLW,0.0
626,AGO,PNG,0.0
627,AGO,POL,0.0
628,AGO,PRI,0.0
629,AGO,PRK,0.0
630,AGO,PRT,0.6800672690139375
631,AGO,PRY,0.0225043288040748
632,AGO,PSE,1.4101489958526488e-05
633,AGO,PYF,0.0
634,AGO,QAT,0.0
635,AGO,REU,0.0
636,AGO,ROU,0.0
637,AGO,RUS,5.679027195215367e-05
638,AGO,RWA,0.0
639,AGO,SAU,0.0
640,AGO,SDN,0.00057023148846545
641,AGO,SEN,0.0
642,AGO,SGP,0.0
643,AGO,SHN,0.03610479089734225
644,AGO,SLB,0.0
645,AGO,SLE,0.0
646,AGO,SLV,0.0
647,AGO,SMR,0.1341035090472714
648,AGO,SOM,0.00438581202406735
649,AGO,SPM,0.1482196678943526
650,AGO,SRB,0.0
651,AGO,SSD,0.0
652,AGO,STP,0.70328023179628
653,AGO,SUR,0.000375407142062
654,AGO,SVK,0.0
655,AGO,SVN,0.0
656,AGO,SWE,0.0
657,AGO,SWZ,0.0
658,AGO,SXM,0.0348106013385072
659,AGO,SYC,0.0
660,AGO,SYR,0.0028849899558336
661,AGO,TCA,0.0090090049667654
662,AGO,TCD,0.0
663,AGO,TGO,0.0
664,AGO,THA,0.0
665,AGO,TJK,0.02712767433181365
666,AGO,TKL,0.00999182565106125
667,AGO,TKM,0.0
668,AGO,TLS,0.0037839246303469
669,AGO,TON,0.0
670,AGO,TTO,0.0
671,AGO,TUN,0.0
672,AGO,TUR,0.0
673,AGO,TUV,0.0
674,AGO,TWN,0.0
675,AGO,TZA,0.0
676,AGO,UGA,0.0
677,AGO,UKR,0.0
678,AGO,URY,0.0048655180995116
679,AGO,USA,0.0014933962810929
680,AGO,UZB,0.0
681,AGO,VCT,0.00010427376432445
682,AGO,VEN,0.0059969923544242
683,AGO,VGB,0.018188811535185
684,AGO,VIR,0.0
685,AGO,VNM,0.0
686,AGO,VUT,0.0
687,AGO,WLF,0.0
688,AGO,WSM,0.0
689,AGO,YEM,0.0
690,AGO,ZAF,1.5404499388038003e-08
691,AGO,ZMB,0.0006298225043938
692,AGO,ZWE,0.0
693,AIA,ABW,0.4805826398978867
694,AIA,AFG,0.0061231102794354
695,AIA,AGO,0.0
696,AIA,AIA,1.821341591264657
697,AIA,ALB,0.0
698,AIA,AND,0.2396251673360107
699,AIA,ARE,0.00176575211426265
700,AIA,ARG,0.0617041678441381
701,AIA,ARM,0.0
702,AIA,ASM,0.9839357429718876
703,AIA,ATG,0.9717674338446114
704,AIA,AUS,0.9839357429718876
705,AIA,AUT,0.6811702016645966
706,AIA,AZE,0.0002968486945024
707,AIA,BDI,0.0
708,AIA,BEL,0.3079606027294216
709,AIA,BEN,0.0
710,AIA,BES,0.0317329461668858
711,AIA,BFA,0.0
712,AIA,BGD,0.004939476643861
713,AIA,BGR,0.2264189516568102
714,AIA,BHR,0.00212311233237035
715,AIA,BHS,0.5679955164140557
716,AIA,BIH,0.00847567753664115
717,AIA,BLR,0.0
718,AIA,BLZ,0.4437473284599613
719,AIA,BMU,0.03686837674640735
720,AIA,BOL,0.0
721,AIA,BRA,0.0
722,AIA,BRB,0.5220674319729671
723,AIA,BRN,0.3082257349879848
724,AIA,BTN,0.0
725,AIA,BWA,0.3035379050421031
726,AIA,CAF,0.0
727,AIA,CAN,0.7786935165777358
728,AIA,CHE,0.5312082051546427
729,AIA,CHL,0.0994378775534818
730,AIA,CHN,0.0
731,AIA,CIV,0.0
732,AIA,CMR,0.7234091138139145
733,AIA,COD,0.0
734,AIA,COG,0.0
735,AIA,COK,0.9839357429718876
736,AIA,COL,0.0401790444782041
737,AIA,COM,0.0
738,AIA,CPV,0.0
739,AIA,CRI,0.0
740,AIA,CUB,0.0
741,AIA,CUW,0.0317329461668858
742,AIA,CYM,0.062335356426204004
743,AIA,CYP,0.5674366967864972
744,AIA,CZE,0.2613403714395418
745,AIA,DEU,0.5110928856638575
746,AIA,DJI,0.0
747,AIA,DMA,0.987969344627418
748,AIA,DNK,0.8455789223010636
749,AIA,DOM,0.0008344183965415
750,AIA,DZA,0.0645079154435161
751,AIA,ECU,0.0
752,AIA,EGY,0.2922690574135468
753,AIA,ERI,0.0
754,AIA,ESH,0.0
755,AIA,ESP,0.1968419249377847
756,AIA,EST,0.4220105874053366
757,AIA,ETH,0.0025328342645045
758,AIA,FIN,0.6633918895345564
759,AIA,FJI,0.2059520131809288
760,AIA,FLK,0.035538143908243953
761,AIA,FRA,0.3554895199513052
762,AIA,FRO,0.0190763052208835
763,AIA,FSM,0.543509051067797
764,AIA,GAB,0.0
765,AIA,GBR,0.9288936010605094
766,AIA,GEO,0.0
767,AIA,GHA,0.3485954401671604
768,AIA,GIB,0.6320786357421119
769,AIA,GIN,0.0
770,AIA,GLP,0.0
771,AIA,GMB,0.0306820442812304
772,AIA,GNB,0.0244843845325756
773,AIA,GNQ,0.0
774,AIA,GRC,0.4657027862458369
775,AIA,GRD,0.0046294225171155
776,AIA,GRL,0.00153054794395955
777,AIA,GTM,0.0
778,AIA,GUF,0.0
779,AIA,GUM,0.8852167213506729
780,AIA,GUY,0.5072437405155734
781,AIA,HKG,0.5324519695724346
782,AIA,HND,0.0038062857557823
783,AIA,HRV,0.467720211307966
784,AIA,HTI,0.0
785,AIA,HUN,0.1958551550233522
786,AIA,IDN,0.0
787,AIA,IMN,0.9839357429718876
788,AIA,IND,0.1831834166713091
789,AIA,IRL,0.9795266098655708
790,AIA,IRN,0.0
791,AIA,IRQ,0.3237242801059456
792,AIA,ISL,0.0190572479729106
793,AIA,ISR,0.0127446728059401
794,AIA,ITA,0.2524121851475465
795,AIA,JAM,0.0182715157986861
796,AIA,JOR,0.3858928212321078
797,AIA,JPN,0.0005626188777089
798,AIA,KAZ,0.1201895273023936
799,AIA,KEN,0.0715744482691607
800,AIA,KGZ,0.0
801,AIA,KHM,0.2110739778577649
802,AIA,KIR,0.2367015230734258
803,AIA,KNA,0.4533506817431139
