,Origin ISO,Destination ISO,Religious similarity
374,AFG,MUS,0.30253737
375,AFG,MWI,0.2598995700000001
376,AFG,MYS,1.0581977600000003
377,AFG,MYT,1.741732
378,AFG,NAM,0.00876394
379,AFG,NCL,0.028340399999999998
380,AFG,NER,1.6429932900000006
381,AFG,NGA,0.8848776600000001
382,AFG,NIC,0.0007969100000000001
383,AFG,NIU,0.0005378
384,AFG,NLD,0.058961910000000006
385,AFG,NOR,0.03726548000000001
386,AFG,NPL,0.044226720000000004
387,AFG,NRU,0.00042097
388,AFG,NZL,0.01220246
389,AFG,OMN,1.1396003000000001
390,AFG,PAK,1.6292837800000004
391,AFG,PAN,0.0034367399999999998
392,AFG,PER,0.0005869000000000001
393,AFG,PHL,0.09652025999999998
394,AFG,PLW,0.022360779999999997
395,AFG,PNG,0.0007218399999999999
396,AFG,POL,0.0005322599999999999
397,AFG,PRI,0.000473
398,AFG,PRK,0.0013166200000000001
399,AFG,PRT,0.008908510000000001
400,AFG,PRY,0.00095503
401,AFG,PSE,1.5612787900000002
402,AFG,PYF,0.00047999999999999996
403,AFG,QAT,0.7830951900000002
404,AFG,REU,0.000258
405,AFG,ROU,0.007519850000000001
406,AFG,RUS,0.20825735
407,AFG,RWA,0.08262420999999999
408,AFG,SAU,1.6461319200000002
409,AFG,SDN,1.2749409499999997
410,AFG,SEN,1.67962228
411,AFG,SGP,0.14275297999999995
412,AFG,SHN,0.0005474
413,AFG,SLB,0.0035625000000000006
414,AFG,SLE,0.9842973100000001
415,AFG,SLV,0.0008362399999999999
416,AFG,SMR,0.00067208
417,AFG,SOM,1.7805232700000002
418,AFG,SPM,0.00029699999999999996
419,AFG,SRB,0.031156400000000004
